A0001;DB1.DBX0.0;Wciśnięto wyłącznik bezpieczeństwa NOT-AUS
A0002;DB1.DBX0.1;Brak 12V DC
A0003;DB1.DBX0.2;NULL
A0004;DB1.DBX0.3;NULL
A0005;DB1.DBX0.4;NULL
A0006;DB1.DBX0.5;NULL
A0007;DB1.DBX0.6;NULL
A0008;DB1.DBX0.7;NULL
A0009;DB1.DBX1.0;NULL
A0010;DB1.DBX1.1;NULL
A0011;DB1.DBX1.2;NULL
A0012;DB1.DBX1.3;NULL
A0013;DB1.DBX1.4;NULL
A0014;DB1.DBX1.5;NULL
A0015;DB1.DBX1.6;NULL
A0016;DB1.DBX1.7;NULL
